ID,Name,Start Time,Location,Host URL,Time Updated
556,FIP Seminar: Molecules in motion,2/22/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-d5614a9d-000074dademobedework%40mysite.edu,2016-12-14 10:05:33.766961
557,DVS Workshop:  Designing Academic Figures and Posters,2/22/2017 13:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b452ba-0158-cf9d6e38-000073aademobedework%40mysite.edu,2016-12-14 10:05:33.766966
558,Undergraduate Drop-in Advising,2/22/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3dbd172-000021f6demobedework%40mysite.edu_20170222T183000Z,2016-12-14 10:05:33.766971
559,Landscape Plants for North Carolina - Winter,2/22/2017 15:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56e4a218-0156-e751352e-00003a58demobedework%40mysite.edu_20170222T203000Z,2016-12-14 10:05:33.766977
560,Men's Basketball at Syracuse,2/22/2017 19:00,Syracuse NY,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-57d2ac3d-0157-d909e213-00004e4ademobedework%40mysite.edu,2016-12-14 10:05:33.766986
561,Catholic Eucharistic Adoration - Goodson Chapel,2/22/2017 20:00,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-423c3769-00006f4cdemobedework%40mysite.edu_20170223T010000Z,2016-12-14 10:05:33.766992
562,Catholic Reconciliation Service - Goodson Chapel,2/22/2017 21:00,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-423e65b9-0000721fdemobedework%40mysite.edu_20170223T020000Z,2016-12-14 10:05:33.766998
563,Jazz@TheMaryLou,2/22/2017 00:01,Mary Lou Williams Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-0514ba8e-000072c4demobedework%40mysite.edu_20170223T023000Z,2016-12-14 10:05:33.767004
564,Engineering Master's Drop-in Advising,2/23/2017 8:00,Teer 213C,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-df06086b-00006375demobedework%40mysite.edu_20170223T130000Z,2016-12-14 10:05:33.767009
565,DVS Workshop:  Advanced Tableau - Data Structures,2/23/2017 10:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b452ba-0158-cfa4b46d-000073ffdemobedework%40mysite.edu,2016-12-14 10:05:33.767014
566,Catholic Daily Mass - Thursday YOH Football Center,2/23/2017 11:30,Yoh Football Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-424d6566-00007ac8demobedework%40mysite.edu_20170223T163000Z,2016-12-14 10:05:33.767019
567,Teaching Conversations: Teaching in the Affective Domain,2/23/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56df798d-0156-e281b759-000032cbdemobedework%40mysite.edu,2016-12-14 10:05:33.767025
568,DVS Workshop:  Flex dashboards -- A learning series on R,2/23/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b452ba-0158-b5bbbe14-00002ff9demobedework%40mysite.edu,2016-12-14 10:05:33.767030
569,Thursday Seminar Series,2/23/2017 12:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5576ff03-0155-7ecf838b-00000b53demobedework%40mysite.edu,2016-12-14 10:05:33.767035
570,Engineering Master's Drop-in Advising,2/23/2017 14:00,Teer 213C,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-df0af6da-0000650ademobedework%40mysite.edu_20170223T190000Z,2016-12-14 10:05:33.767040
571,Michael Kobor Univ. of British Columbia,2/23/2017 15:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57e1e0ef-0158-0190d08f-00007e00demobedework%40mysite.edu,2016-12-14 10:05:33.767045
572,Seminars in Women's Cancer,2/23/2017 17:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-54abcba6-0154-ba885691-00001811demobedework%40mysite.edu_20170223T170000Z,2016-12-14 10:05:33.767050
573,Nasher Teen Meetup,2/23/2017 17:00,Nasher Museum of Art,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-26166d51-000060eddemobedework%40mysite.edu,2016-12-14 10:05:33.767056
574,Choral Vespers,2/23/2017 18:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-568e5692-0156-95164a81-00003345demobedework%40mysite.edu_20170223T230000Z,2016-12-14 10:05:33.767061
575,Extension Gardener Series: Carring On - Garden Maintenance,2/23/2017 18:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56e4a218-0156-e7580c3a-00004425demobedework%40mysite.edu,2016-12-14 10:05:33.767066
576,Evolutionary Anthropology Talk Series,2/24/2017 11:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5753b7c6-0157-5778d65c-000029d1demobedework%40mysite.edu,2016-12-14 10:05:33.767071
577, Environmental influences on Child Health Outcomes (ECHO),2/24/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-33e78dd1-00007e10demobedework%40mysite.edu_20170224T170000Z,2016-12-14 10:05:33.767076
578,Jummah,2/24/2017 12:45,Gray 229 (York Reading Room),calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56517d87-0156-6b626a94-000023c5demobedework%40mysite.edu_20170224T174500Z,2016-12-14 10:05:33.767081
579,Freestyle Friday: ReMix,2/24/2017 1:00,Mary Lou Williams Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-050e582c-00006e8edemobedework%40mysite.edu_20170224T180000Z,2016-12-14 10:05:33.767089
580,Undergraduate Drop-in Advising,2/24/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3dfd830-000024e3demobedework%40mysite.edu_20170224T183000Z,2016-12-14 10:05:33.767095
581,Drop-In Advising for Graduate Students,2/24/2017 14:00,North Building 401 EIS office space,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58f8fdd2-0158-f9026727-00000331demobedework%40mysite.edu_20170224T190000Z,2016-12-14 10:05:33.767100
582,Sarah Buss University of Michigan,2/24/2017 15:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56517d87-0156-7fdf2114-00006422demobedework%40mysite.edu,2016-12-14 10:05:33.767106
583,Last Day for Submitting Midsemester Grades,2/24/2017 17:00,None,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-54c7ebdc-0154-eec68768-0000086ddemobedework%40mysite.edu,2016-12-14 10:05:33.767111
584,Malpaso Dance Company + Arturo O'Farrill & The Afro Latin Jazz Ensemble - 'Dreaming of Lions',2/24/2017 20:00,Bryan Center Reynolds Industries Theater,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-554f97e5-0155-73b8d057-00005c11demobedework%40mysite.edu,2016-12-14 10:05:33.767116
585,Caring for Your Landscape,2/25/2017 9:30,Sarah P. Duke Gardens,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56e4a218-0156-e736e151-00002f5edemobedework%40mysite.edu_20170225T143000Z,2016-12-14 10:05:33.767122
586,Men's Basketball at Miami,2/25/2017 16:00,Coral Gables FL,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-57d2ac3d-0157-d90aa49e-00004e9fdemobedework%40mysite.edu,2016-12-14 10:05:33.767128
587,Malpaso Dance Company + Arturo O'Farrill & The Afro Latin Jazz Ensemble - 'Dreaming of Lions',2/25/2017 20:00,Bryan Center Reynolds Industries Theater,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-554f97e5-0155-73bc0cfe-0000602edemobedework%40mysite.edu,2016-12-14 10:05:33.767133
588,Law Ethics and National Security Conference,2/25/2017 00:01,Law School 3041,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-05d73f91-00004be3demobedework%40mysite.edu,2016-12-14 10:05:33.767140
589,Catholic Mass - Goodson Chapel,2/26/2017 9:30,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4238344e-00006c2cdemobedework%40mysite.edu_20170226T143000Z,2016-12-14 10:05:33.767145
590, Wee Praise (Westbrook Building),2/26/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a3099922-00006f7bdemobedework%40mysite.edu_20170226T144500Z,2016-12-14 10:05:33.767151
591, Godly Play (Langford Building),2/26/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a30b62e2-00006fd0demobedework%40mysite.edu_20170226T144500Z,2016-12-14 10:05:33.767156
592, Youth Sunday School (Westbrook Building),2/26/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a30e2e9f-00007079demobedework%40mysite.edu_20170226T144500Z,2016-12-14 10:05:33.767161
593, Adult Forum (Westbrook Building),2/26/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a306dbfb-00006e86demobedework%40mysite.edu_20170226T144500Z,2016-12-14 10:05:33.767166
594,University Worship,2/26/2017 11:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5434eacf-0154-350a21e0-00001075demobedework%40mysite.edu_20170226T160000Z,2016-12-14 10:05:33.767172
595,Catholic Mass - Goodson Chapel,2/26/2017 11:00,Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-4cc8788f-014c-dda97066-00001c66demobedework%40mysite.edu_20170226T160000Z,2016-12-14 10:05:33.767177
596,Free Film Series - 13th,2/26/2017 15:00,Nasher Museum of Art,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-2618009d-00006142demobedework%40mysite.edu,2016-12-14 10:05:33.767182
597,Women's Basketball at North Carolina,2/26/2017 15:00,Chapel Hill NC,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57e1e0ef-0157-f7f4a916-0000790ddemobedework%40mysite.edu,2016-12-14 10:05:33.767190
598,North Carolina Jewish Studies Seminar: Maya Barzilai - Lecture,2/26/2017 15:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-d5021e1a-0000577fdemobedework%40mysite.edu,2016-12-14 10:05:33.767195
599,Choral Evensong,2/26/2017 16:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-568e5692-0156-953746f9-00004e9bdemobedework%40mysite.edu_20170226T210000Z,2016-12-14 10:05:33.767201
600,Organ Recital Series: Jonathan Moyer,2/26/2017 17:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-565478e9-0156-56c9aa19-00007b15demobedework%40mysite.edu,2016-12-14 10:05:33.767205
601,Youth Fellowship,2/26/2017 17:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56b915eb-0156-c334f3a4-000058e4demobedework%40mysite.edu_20170226T220000Z,2016-12-14 10:05:33.767210
602,MFA|EDA Sunday Screening Salon,2/26/2017 18:00,105 Hood Street Suite #5                  -,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56fd49ba-0157-0a7bc08c-00000ddademobedework%40mysite.edu,2016-12-14 10:05:33.767215
603,Catholic Mass - Duke Chapel,2/26/2017 21:00,Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-4cc8788f-014c-dd94d9f5-000004bfdemobedework%40mysite.edu_20170227T020000Z,2016-12-14 10:05:33.767221
604,Drop-In Advising for Graduate Students,2/27/2017 10:00,The Edge Bostock Library,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58eecd42-0158-f8e036d1-000007b3demobedework%40mysite.edu_20170227T150000Z,2016-12-14 10:05:33.767226
605,Catholic Daily Mass - Monday,2/27/2017 12:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-42427831-00007541demobedework%40mysite.edu_20170227T170000Z,2016-12-14 10:05:33.767232
606,DVS Workshop:  Introduction to ArcGIS,2/27/2017 1:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b452ba-0158-cf66519a-00006a4bdemobedework%40mysite.edu,2016-12-14 10:05:33.767237
607, Prof. Maya Barzilai at Duke's Forum for Scholars and Publics with Evening Film Screening of Inglourious Bastards w Q&A (Screen Society),2/27/2017 18:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-d51cdff3-00005e73demobedework%40mysite.edu,2016-12-14 10:05:33.767242
608,Pinnell Center Works In Progress Meeting,2/28/2017 11:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-55e4695f-0155-e970f544-000076eademobedework%40mysite.edu_20170228T163000Z,2016-12-14 10:05:33.767248
609,Immunology Seminar Series,2/28/2017 11:30,Jones 143,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-57e1de10-0157-fc283848-0000612ademobedework%40mysite.edu,2016-12-14 10:05:33.767253
610,Neurobiology Invited Seminar,2/28/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-565478e9-0156-7f32e94c-00002454demobedework%40mysite.edu,2016-12-14 10:05:33.767258
611,DVS Workshop:  Visualizing Qualitative Data,2/28/2017 13:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b452ba-0158-cfad6b21-000074a6demobedework%40mysite.edu,2016-12-14 10:05:33.767263
612,Undergraduate Drop-in Advising,2/28/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3d9c87f-00002113demobedework%40mysite.edu_20170228T183000Z,2016-12-14 10:05:33.767268
613,Drop-In Advising for Graduate Students,2/28/2017 14:00,The Graduate School Conference Room 207,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58f8fdd2-0158-f915de64-000008dedemobedework%40mysite.edu_20170228T190000Z,2016-12-14 10:05:33.767273
614,Plants of Distinction: Bark Buds and Berries,2/28/2017 14:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56e4a218-0156-e7544e80-00003f90demobedework%40mysite.edu,2016-12-14 10:05:33.767279
615,Catholic Daily Mass - Tuesday Evenings,2/28/2017 17:45,Falcone-Arena House,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4244a4ea-00007764demobedework%40mysite.edu_20170228T224500Z,2016-12-14 10:05:33.767284
616,Basic Botany and Plant Groth,2/28/2017 18:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56e4a218-0156-e74c960b-00003529demobedework%40mysite.edu_20170228T230000Z,2016-12-14 10:05:33.767292
617,Tuesday Night Dinner,2/28/2017 18:30,Falcone-Arena House,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4239ceef-00006d6ddemobedework%40mysite.edu_20170228T233000Z,2016-12-14 10:05:33.767298
618,Men's Basketball vs Florida State,2/28/2017 19:00,Cameron Indoor Stadium,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-57d2ac3d-0157-d90ba9a9-00004f44demobedework%40mysite.edu,2016-12-14 10:05:33.767303
619,Artist Talk: Nina Chanel Abney,2/28/2017 19:00,Nasher Museum of Art,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-26194582-000061e7demobedework%40mysite.edu,2016-12-14 10:05:33.767308
620,Eric Whitacre Singers,2/28/2017 20:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5549ba19-0155-73c31f34-0000139edemobedework%40mysite.edu,2016-12-14 10:05:33.767313
621,Women's Basketball at ACC Tournament,3/01/2017 00:01,AwayNeutral Site Game See Description,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57e1e0ef-0157-f7f6deb9-00007aaedemobedework%40mysite.edu_20170301T050000Z,2016-12-14 10:05:33.767318
624,Midweek Prayer,3/01/2017 11:30,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-569760a6-0156-b2677305-00004ac4demobedework%40mysite.edu_20170301T163000Z,2016-12-14 10:05:33.767331
625,Catholic Daily Mass - Ash Wednesday,3/01/2017 12:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-42459dca-0000784fdemobedework%40mysite.edu_20170301T170000Z,2016-12-14 10:05:33.767337
626,PRATTically Speaking Toastmasters Club Meeting,3/01/2017 12:00,Hudson Hall 207,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-30d65c14-0000534edemobedework%40mysite.edu_20170301T170000Z,2016-12-14 10:05:33.767365
627,Dealing with hunger: how cancer cells adapt to glutamine deprivation,3/01/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-53d2f7a2-0153-f6edd3de-00004194demobedework%40mysite.edu_20170301T170000Z,2016-12-14 10:05:33.767375
628,Defining Corruption: The Lawyers Who Tried and Argued the Supreme Court Case of McDonnell v. United States,3/01/2017 12:30,Law School 3037,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-57b4608d-0157-be532807-00000c87demobedework%40mysite.edu,2016-12-14 10:05:33.767382
629,Undergraduate Drop-in Advising,3/01/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3dbd172-000021f6demobedework%40mysite.edu_20170301T183000Z,2016-12-14 10:05:33.767389
630,Landscape Plants for North Carolina - Winter,3/01/2017 15:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56e4a218-0156-e751352e-00003a58demobedework%40mysite.edu_20170301T203000Z,2016-12-14 10:05:33.767404
631,Catholic Mass - Ash Wednesday Goodson Chapel,3/01/2017 17:00,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-423c3769-00006f4cdemobedework%40mysite.edu_20170302T010000Z,2016-12-14 10:05:33.767410
632,Catholic Mass - Ash Wednesday,3/01/2017 19:30,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-423e65b9-0000721fdemobedework%40mysite.edu_20170302T020000Z,2016-12-14 10:05:33.767416
633,Jazz@TheMaryLou,3/01/2017 00:01,Mary Lou Williams Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-0514ba8e-000072c4demobedework%40mysite.edu_20170302T023000Z,2016-12-14 10:05:33.767421
634,Women's Basketball at ACC Tournament,3/02/2017 00:01,AwayNeutral Site Game See Description,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57e1e0ef-0157-f7f6deb9-00007aaedemobedework%40mysite.edu_20170302T050000Z,2016-12-14 10:05:33.767426
635,Engineering Master's Drop-in Advising,3/02/2017 8:00,Teer 213C,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-df06086b-00006375demobedework%40mysite.edu_20170302T130000Z,2016-12-14 10:05:33.767432
636,Catholic Daily Mass - Thursday YOH Football Center,3/02/2017 11:30,Yoh Football Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-424d6566-00007ac8demobedework%40mysite.edu_20170302T163000Z,2016-12-14 10:05:33.767437
637,DVS Workshop:  ggvis -- A learning series on R,3/02/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b452ba-0158-b5c06c57-000030a2demobedework%40mysite.edu,2016-12-14 10:05:33.767447
638,Thursday Seminar Series,3/02/2017 12:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5576ff03-0155-7ed16a0c-00000bf8demobedework%40mysite.edu,2016-12-14 10:05:33.767453
639,Engineering Master's Drop-in Advising,3/02/2017 14:00,Teer 213C,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-df0af6da-0000650ademobedework%40mysite.edu_20170302T190000Z,2016-12-14 10:05:33.767458
640,Reconstituting Kinetochore Functions in vitro,3/02/2017 16:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-588c9b07-0158-a8ea153e-00002c29demobedework%40mysite.edu,2016-12-14 10:05:33.767463
641,EXHIBITION OPENING EVENT: All Matterings of the Mind: Transcendent Imagery from the Contenporary Collection,3/02/2017 17:30,Nasher Museum of Art,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-2622fb31-000062f0demobedework%40mysite.edu,2016-12-14 10:05:33.767468
642,Choral Vespers,3/02/2017 18:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-568e5692-0156-95164a81-00003345demobedework%40mysite.edu_20170302T230000Z,2016-12-14 10:05:33.767475
643,Michael Oren - LectureTalk,3/02/2017 18:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-d529a6c4-00006aabdemobedework%40mysite.edu,2016-12-14 10:05:33.767480
644,Extension Gardener Series: Buy Healthy Plants and Plant Them Well,3/02/2017 18:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56e4a218-0156-e75649be-00004284demobedework%40mysite.edu,2016-12-14 10:05:33.767485
645,The Black Power Mixtape 1967-1975,3/02/2017 19:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5576ff03-0155-978d73e0-00006c7fdemobedework%40mysite.edu,2016-12-14 10:05:33.767490
646,Women's Basketball at ACC Tournament,3/03/2017 00:01,AwayNeutral Site Game See Description,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57e1e0ef-0157-f7f6deb9-00007aaedemobedework%40mysite.edu_20170303T050000Z,2016-12-14 10:05:33.767495
647,Evolutionary Anthropology Talk Series,3/03/2017 11:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5753b7c6-0157-577be243-00002c17demobedework%40mysite.edu,2016-12-14 10:05:33.767501
648,Center for Cognitive Neuroscience Colloquium Talk,3/03/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5609208c-0156-2cc7483f-000016d7demobedework%40mysite.edu,2016-12-14 10:05:33.767506
649,Heat shock transcription factors and protection from protein misfolding stress,3/03/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-33e78dd1-00007e10demobedework%40mysite.edu_20170303T170000Z,2016-12-14 10:05:33.767511
650,Constructed to Deconstruct: The 26S proteasome as a coordinated degradation machine,3/03/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58b97e66-0158-bb603c6a-000035d6demobedework%40mysite.edu,2016-12-14 10:05:33.767516
651,Jummah,3/03/2017 12:45,Gray 229 (York Reading Room),calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56517d87-0156-6b626a94-000023c5demobedework%40mysite.edu_20170303T174500Z,2016-12-14 10:05:33.767522
652,Freestyle Friday: ReMix,3/03/2017 1:00,Mary Lou Williams Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-050e582c-00006e8edemobedework%40mysite.edu_20170303T180000Z,2016-12-14 10:05:33.767527
653,Undergraduate Drop-in Advising,3/03/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3dfd830-000024e3demobedework%40mysite.edu_20170303T183000Z,2016-12-14 10:05:33.767533
654,Drop-In Advising for Graduate Students,3/03/2017 14:00,North Building 401 EIS office space,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58f8fdd2-0158-f9026727-00000331demobedework%40mysite.edu_20170303T190000Z,2016-12-14 10:05:33.767538
655,Kirill Gerstein Piano,3/03/2017 20:00,Baldwin Auditorium,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5549ba19-0155-73c71279-0000157fdemobedework%40mysite.edu,2016-12-14 10:05:33.767546
656,Women's Basketball at ACC Tournament,3/04/2017 00:01,AwayNeutral Site Game See Description,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57e1e0ef-0157-f7f6deb9-00007aaedemobedework%40mysite.edu_20170304T050000Z,2016-12-14 10:05:33.767552
657,The Paris Agreement: Law and Policy Implications at Home and Abroad,3/04/2017 8:00,Law School 3041,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-577839ee-0157-7c0f32d8-00005217demobedework%40mysite.edu,2016-12-14 10:05:33.767558
658,Hagen Quartet Featuring Kirill Gerstein Piano,3/04/2017 20:00,Baldwin Auditorium,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5549ba19-0155-4acc003e-0000359edemobedework%40mysite.edu,2016-12-14 10:05:33.767563
659,Men's Basketball at North Carolina,3/04/2017 20:00,Chapel Hill NC,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-57d2ac3d-0157-d90d6c49-00004f99demobedework%40mysite.edu,2016-12-14 10:05:33.767568
660,Women's Basketball at ACC Tournament,3/05/2017 00:01,AwayNeutral Site Game See Description,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57e1e0ef-0157-f7f6deb9-00007aaedemobedework%40mysite.edu_20170305T050000Z,2016-12-14 10:05:33.767574
661,Catholic Mass - Goodson Chapel,3/05/2017 9:30,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4238344e-00006c2cdemobedework%40mysite.edu_20170305T143000Z,2016-12-14 10:05:33.767580
662, Wee Praise (Westbrook Building),3/05/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a3099922-00006f7bdemobedework%40mysite.edu_20170305T144500Z,2016-12-14 10:05:33.767585
663, Godly Play (Langford Building),3/05/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a30b62e2-00006fd0demobedework%40mysite.edu_20170305T144500Z,2016-12-14 10:05:33.767590
664, Youth Sunday School (Westbrook Building),3/05/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a30e2e9f-00007079demobedework%40mysite.edu_20170305T144500Z,2016-12-14 10:05:33.767595
665, Adult Forum (Westbrook Building),3/05/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a306dbfb-00006e86demobedework%40mysite.edu_20170305T144500Z,2016-12-14 10:05:33.767600
666,Catholic Mass - Goodson Chapel,3/05/2017 11:00,Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-4cc8788f-014c-dda97066-00001c66demobedework%40mysite.edu_20170305T160000Z,2016-12-14 10:05:33.767605
667,University Worship,3/05/2017 11:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5434eacf-0154-350a21e0-00001075demobedework%40mysite.edu_20170305T160000Z,2016-12-14 10:05:33.767611
668,Nasher Reads Author Series with Lee Smith,3/05/2017 15:00,Nasher Museum of Art,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-2626816b-00006399demobedework%40mysite.edu,2016-12-14 10:05:33.767616
669,Choral Evensong,3/05/2017 16:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-568e5692-0156-953746f9-00004e9bdemobedework%40mysite.edu_20170305T210000Z,2016-12-14 10:05:33.767621
